,teamId,win,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKills,inhibitorKills,baronKills,dragonKills,riftHeraldKills
157130,Blue,Win,True,False,True,False,False,False,7,1,0,2,1
157135,Red,Loss,False,True,False,False,True,True,2,0,0,2,1
157140,Blue,Loss,True,False,True,False,False,False,6,1,0,0,0
157145,Red,Win,False,True,False,True,True,False,11,3,1,4,0
157150,Blue,Loss,True,False,True,True,True,False,7,1,3,1,1
157155,Red,Win,False,True,False,False,False,True,8,1,0,5,1
157160,Blue,Win,False,True,True,True,False,True,7,1,1,2,1
157165,Red,Loss,True,False,False,False,True,False,3,0,0,2,0
157170,Blue,Win,True,True,False,False,True,True,3,0,0,2,1
157175,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
157180,Blue,Win,True,True,False,False,True,True,3,0,0,2,1
157185,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
157190,Blue,Win,True,True,False,False,True,True,3,0,0,2,1
157195,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
157200,Blue,Win,True,True,False,False,True,True,3,0,0,2,1
157205,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
157210,Blue,Win,True,True,False,False,True,True,3,0,0,2,1
157215,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
157220,Blue,Win,True,True,False,False,True,True,3,0,0,2,1
157225,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
157230,Blue,Win,True,True,False,False,True,True,3,0,0,2,1
157235,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
157240,Blue,Win,True,True,False,False,True,True,3,0,0,2,1
157245,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
157250,Blue,Win,True,True,False,False,True,True,3,0,0,2,1
157255,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
157260,Blue,Win,True,True,False,False,True,True,3,0,0,2,1
157265,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
157270,Blue,Win,True,True,False,False,True,True,3,0,0,2,1
157275,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
157280,Blue,Win,True,True,False,False,True,True,3,0,0,2,1
157285,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
157290,Blue,Win,True,True,False,False,True,True,3,0,0,2,1
157295,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
157300,Blue,Loss,True,False,False,True,True,False,5,1,1,3,1
157305,Red,Win,False,True,True,False,False,True,8,2,1,2,1
157310,Blue,Win,True,True,True,False,True,False,11,2,0,4,0
157315,Red,Loss,False,False,False,False,False,False,1,0,0,1,0
157320,Blue,Loss,False,False,False,False,False,False,4,0,0,1,0
157325,Red,Win,True,True,True,True,True,True,8,1,1,2,2
157330,Blue,Loss,True,True,False,False,False,True,7,0,0,1,1
157335,Red,Win,False,False,True,True,True,False,9,1,1,3,1
157340,Blue,Win,True,True,False,True,False,True,7,1,3,4,1
157345,Red,Loss,False,False,True,False,True,False,8,1,0,3,1
157350,Blue,Loss,False,True,False,False,True,False,5,1,0,2,0
157355,Red,Win,True,False,True,True,False,True,8,1,1,2,1
157360,Blue,Loss,True,False,False,False,False,True,2,0,0,1,1
157365,Red,Win,False,True,True,False,True,False,8,1,0,2,1
157370,Blue,Win,False,True,True,True,True,False,7,1,1,2,0
157375,Red,Loss,True,False,False,False,False,False,2,0,0,1,0
157380,Blue,Loss,False,False,False,False,False,True,1,0,0,2,1
157385,Red,Win,True,True,True,True,True,False,11,3,3,4,1
157390,Blue,Win,True,True,True,True,True,True,8,1,1,5,1
157395,Red,Loss,False,False,False,False,False,False,3,0,0,0,1
157400,Blue,Loss,False,False,False,False,True,False,1,0,0,1,0
157405,Red,Win,True,True,False,False,False,True,3,0,0,2,1
157410,Blue,Loss,False,False,False,True,False,True,7,0,1,2,1
157415,Red,Win,True,True,True,False,True,False,8,1,1,2,0
157420,Blue,Win,True,True,True,False,False,True,8,1,0,1,1
157425,Red,Loss,False,False,False,False,True,False,1,0,0,2,0
157430,Blue,Win,False,False,True,True,False,True,5,1,1,2,1
157435,Red,Loss,True,True,False,False,True,False,2,0,0,2,0
157440,Blue,Loss,False,False,False,True,False,True,4,0,2,1,1
157445,Red,Win,True,True,True,False,True,False,9,2,0,4,0
157450,Blue,Win,False,True,True,True,True,True,8,1,1,4,2
157455,Red,Loss,True,False,False,False,False,False,0,0,0,0,0
157460,Blue,Loss,True,True,False,False,False,True,2,0,0,3,1
157465,Red,Win,False,False,True,True,True,False,9,2,2,2,0
157470,Blue,Win,False,True,False,False,False,False,3,0,0,1,0
157475,Red,Loss,True,False,False,False,True,True,1,0,0,1,1
157480,Blue,Win,False,False,True,True,True,False,9,1,1,3,1
157485,Red,Loss,True,True,False,False,False,True,1,0,0,0,1
157490,Blue,Win,True,True,False,False,False,True,4,0,0,1,1
157495,Red,Loss,False,False,False,False,True,False,0,0,0,1,0
157500,Blue,Loss,False,False,False,False,False,False,2,0,0,0,0
157505,Red,Win,True,True,True,True,True,True,8,1,1,3,2
157510,Blue,Loss,False,False,False,False,False,False,3,0,0,0,0
157515,Red,Win,True,True,True,True,True,True,9,1,2,4,2
157520,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
157525,Red,Win,True,True,False,False,True,True,5,0,0,3,1
157530,Blue,Win,True,False,True,True,False,False,9,1,2,1,0
157535,Red,Loss,False,True,False,False,True,True,5,0,0,4,2
157540,Blue,Loss,False,False,False,False,True,False,1,0,0,1,0
157545,Red,Win,True,True,True,False,False,True,9,2,0,2,2
157550,Blue,Loss,True,False,False,False,False,True,1,0,0,0,1
157555,Red,Win,False,True,False,False,True,False,7,0,0,2,0
157560,Blue,Loss,False,False,True,False,True,False,7,2,0,3,0
157565,Red,Win,True,True,False,True,False,True,9,1,2,2,1
157570,Blue,Win,True,True,True,False,False,True,8,2,0,0,1
157575,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
157580,Blue,Win,True,True,True,True,True,False,10,2,2,4,0
157585,Red,Loss,False,False,False,False,False,True,2,0,0,0,1
157590,Blue,Loss,True,True,False,False,False,True,2,0,0,1,1
157595,Red,Win,False,False,True,True,True,False,11,3,2,4,1
157600,Blue,Loss,False,False,False,False,False,False,0,0,0,0,1
157605,Red,Win,True,True,True,True,True,True,9,2,1,3,1
157610,Blue,Win,True,True,True,False,True,True,8,1,0,3,2
157615,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
157620,Blue,Loss,True,False,False,False,False,False,0,0,0,0,0
157625,Red,Win,False,True,True,False,True,True,8,1,0,2,1
157630,Blue,Win,False,True,True,True,True,True,9,2,1,4,1
157635,Red,Loss,True,False,False,False,False,False,1,0,0,0,0
157640,Blue,Loss,True,True,False,False,False,True,4,0,0,1,1
157645,Red,Win,False,False,True,True,True,False,8,2,2,4,1
157650,Blue,Win,True,True,True,True,True,True,9,3,1,3,1
157655,Red,Loss,False,False,False,False,False,False,4,0,1,1,0
157660,Blue,Loss,True,True,False,False,False,False,3,0,0,1,0
157665,Red,Win,False,False,True,True,True,True,9,2,1,2,1
157670,Blue,Win,True,True,True,False,False,True,7,1,0,2,2
157675,Red,Loss,False,False,False,False,True,False,2,0,0,1,0
157680,Blue,Win,False,True,True,True,True,True,10,2,2,4,2
157685,Red,Loss,True,False,False,False,False,False,1,0,0,0,0
157690,Blue,Win,True,True,True,True,False,True,7,1,1,1,2
157695,Red,Loss,False,False,False,False,True,False,2,0,0,2,0
157700,Blue,Win,True,True,True,True,False,True,9,1,1,4,1
157705,Red,Loss,False,False,False,False,True,False,3,0,0,1,1
157710,Blue,Loss,False,True,False,False,False,True,3,0,0,1,1
157715,Red,Win,True,False,True,True,True,False,11,4,2,4,0
157720,Blue,Win,False,True,True,True,True,True,10,3,1,4,2
157725,Red,Loss,True,False,False,False,False,False,0,0,0,1,0
157730,Blue,Win,True,True,True,False,True,False,9,1,0,2,0
157735,Red,Loss,False,False,False,False,False,True,1,0,0,0,1
157740,Blue,Win,True,True,True,False,True,True,7,1,0,4,1
157745,Red,Loss,False,False,False,True,False,False,6,0,2,1,1
157750,Blue,Win,True,True,True,False,True,True,8,2,1,3,2
157755,Red,Loss,False,False,False,True,False,False,7,1,2,2,0
157760,Blue,Loss,False,False,False,False,False,False,0,0,0,1,0
157765,Red,Win,True,True,True,True,True,True,7,1,1,1,1
157770,Blue,Loss,True,True,False,False,False,True,3,0,0,3,1
157775,Red,Win,False,False,True,True,True,False,7,2,2,3,0
157780,Blue,Win,True,True,True,True,True,True,11,4,2,4,1
157785,Red,Loss,False,False,False,False,False,False,2,0,0,0,0
157790,Blue,Win,False,False,False,True,True,True,6,0,1,4,1
157795,Red,Loss,True,True,False,False,False,False,2,0,0,0,0
157800,Blue,Win,True,True,True,True,True,True,7,1,1,1,1
157805,Red,Loss,False,False,False,False,False,False,2,0,0,3,0
157810,Blue,Win,True,True,True,False,True,False,6,2,0,3,0
157815,Red,Loss,False,False,False,True,False,True,2,0,1,2,1
157820,Blue,Win,False,True,True,False,True,True,8,1,0,4,1
157825,Red,Loss,True,False,False,False,False,False,1,0,0,0,0
157830,Blue,Win,False,True,True,False,True,True,9,2,0,3,2
157835,Red,Loss,True,False,False,True,False,False,1,0,1,1,0
157840,Blue,Win,True,True,True,True,True,False,7,1,2,4,0
157845,Red,Loss,False,False,False,False,False,False,2,0,0,0,0
157850,Blue,Win,True,False,True,True,False,False,7,1,1,3,0
157855,Red,Loss,False,True,False,False,True,False,5,0,0,2,0
157860,Blue,Win,False,True,True,True,True,False,7,1,1,3,1
157865,Red,Loss,True,False,False,False,False,True,3,0,1,2,1
157870,Blue,Win,False,True,False,True,True,False,5,0,1,5,0
157875,Red,Loss,True,False,False,False,False,True,3,0,0,0,1
157880,Blue,Loss,False,False,False,False,False,False,2,0,0,1,0
157885,Red,Win,True,True,True,True,True,False,9,2,1,2,0
157890,Blue,Win,True,True,True,True,True,True,11,3,1,3,2
157895,Red,Loss,False,False,False,False,False,False,1,0,1,2,0
157900,Blue,Win,True,True,True,True,True,False,11,3,1,3,1
157905,Red,Loss,False,False,False,False,False,True,0,0,0,0,1
157910,Blue,Win,True,False,True,True,False,False,6,1,1,2,1
157915,Red,Loss,False,True,False,False,True,True,2,0,0,2,1
157920,Blue,Win,False,False,False,False,True,True,8,1,0,4,2
157925,Red,Loss,True,True,True,True,False,False,6,1,1,0,0
157930,Blue,Win,True,True,True,True,False,False,9,1,1,2,1
157935,Red,Loss,False,False,False,False,True,True,0,0,0,1,1
157940,Blue,Win,True,False,True,True,True,True,9,1,2,4,1
157945,Red,Loss,False,True,False,False,False,False,1,0,0,0,0
157950,Blue,Loss,True,True,False,False,True,True,4,0,0,4,1
157955,Red,Win,False,False,True,True,False,False,6,1,2,1,0
157960,Blue,Loss,False,False,False,False,True,False,3,0,0,1,0
157965,Red,Win,True,True,True,True,False,True,9,2,2,4,2
157970,Blue,Win,True,True,False,False,False,False,4,0,0,2,0
157975,Red,Loss,False,False,False,False,True,False,0,0,0,1,0
157980,Blue,Loss,True,True,False,True,True,True,6,0,1,3,1
157985,Red,Win,False,False,True,False,False,False,6,1,0,2,0
157990,Blue,Win,False,True,True,True,True,True,9,2,1,5,2
157995,Red,Loss,True,False,False,False,False,False,1,0,0,0,0
158000,Blue,Loss,True,True,False,False,False,True,3,0,0,1,1
158005,Red,Win,False,False,True,True,True,False,11,3,1,4,1
158010,Blue,Loss,True,True,False,False,False,True,2,0,0,3,1
158015,Red,Win,False,False,True,True,True,False,9,2,2,1,0
158020,Blue,Win,True,False,True,True,True,False,8,2,1,4,1
158025,Red,Loss,False,True,False,False,False,True,1,0,0,0,1
158030,Blue,Loss,False,False,False,False,False,True,1,0,0,1,1
158035,Red,Win,True,True,True,True,True,False,10,2,1,3,0
158040,Blue,Win,True,True,True,True,False,True,9,1,1,2,1
158045,Red,Loss,False,False,False,False,True,False,1,0,0,1,0
158050,Blue,Loss,False,False,False,False,False,False,1,0,0,1,0
158055,Red,Win,True,True,True,True,True,True,10,3,1,3,1
158060,Blue,Loss,True,False,False,False,True,False,4,0,0,3,0
158065,Red,Win,False,True,True,True,False,True,7,1,1,1,2
158070,Blue,Win,True,False,False,False,False,False,7,1,0,1,0
158075,Red,Loss,False,True,True,True,True,True,6,1,1,4,2
158080,Blue,Loss,False,False,False,False,False,False,2,0,0,3,0
158085,Red,Win,True,True,True,True,True,True,5,2,2,3,2
158090,Blue,Loss,True,False,False,False,True,True,3,0,0,1,1
158095,Red,Win,False,True,True,True,False,False,9,2,1,3,0
158100,Blue,Win,False,False,False,False,True,False,7,1,2,4,0
158105,Red,Loss,True,True,True,True,False,True,6,2,1,2,1
158110,Blue,Win,True,True,True,False,False,True,9,1,0,1,2
158115,Red,Loss,False,False,False,False,True,False,0,0,0,1,0
158120,Blue,Win,True,True,True,True,False,True,9,2,1,1,1
158125,Red,Loss,False,False,False,False,True,False,1,0,0,3,0
158130,Blue,Loss,True,False,False,False,False,False,1,0,0,1,0
158135,Red,Win,False,True,False,False,True,False,3,0,0,1,0
158140,Blue,Loss,False,False,False,False,False,False,3,0,0,1,0
158145,Red,Win,True,True,True,True,True,True,11,3,2,4,2
158150,Blue,Loss,False,False,False,False,False,True,3,0,1,1,1
158155,Red,Win,True,True,True,True,True,False,10,2,1,4,0
158160,Blue,Loss,True,True,False,False,False,True,4,0,0,2,1
158165,Red,Win,False,False,True,True,True,False,11,3,1,2,0
158170,Blue,Win,True,False,True,True,True,True,10,1,1,1,1
158175,Red,Loss,False,True,False,False,False,False,2,0,0,2,0
158180,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
158185,Red,Win,True,True,True,True,True,True,10,1,1,4,1
158190,Blue,Loss,False,False,False,False,True,False,1,0,0,1,0
158195,Red,Win,True,True,False,False,False,True,3,0,0,2,1
158200,Blue,Win,True,False,True,True,False,True,8,1,1,3,2
158205,Red,Loss,False,True,False,False,True,False,6,0,0,2,0
158210,Blue,Win,False,True,False,False,True,True,5,0,0,3,2
158215,Red,Loss,True,False,False,False,False,False,1,0,0,0,0
158220,Blue,Win,True,True,True,True,False,False,10,2,1,3,0
158225,Red,Loss,False,False,False,False,True,True,2,0,0,1,1
158230,Blue,Loss,False,True,False,False,False,True,5,0,0,0,2
158235,Red,Win,True,False,True,True,True,False,9,1,1,4,0
158240,Blue,Win,False,False,True,True,True,True,9,2,1,3,2
158245,Red,Loss,True,True,False,False,False,False,3,0,0,0,0
158250,Blue,Loss,False,False,False,False,True,False,3,0,0,2,0
158255,Red,Win,True,True,True,True,False,True,7,1,1,2,1
158260,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
158265,Red,Win,True,True,False,False,True,True,5,0,0,2,1
158270,Blue,Loss,True,False,False,False,False,False,0,0,0,0,0
158275,Red,Win,False,True,True,False,True,False,11,2,0,4,0
158280,Blue,Win,True,False,True,False,False,False,8,1,1,5,1
158285,Red,Loss,False,True,False,True,True,True,5,0,1,1,1
158290,Blue,Loss,False,False,False,False,False,True,3,0,1,3,1
158295,Red,Win,True,True,True,True,True,False,10,3,1,2,1
158300,Blue,Loss,False,False,False,False,False,False,2,0,0,0,0
158305,Red,Win,True,True,True,True,True,True,9,2,1,3,2
158310,Blue,Loss,True,False,False,False,False,False,2,0,0,1,0
158315,Red,Win,False,True,True,True,True,True,10,2,2,4,1
158320,Blue,Loss,False,False,False,False,True,False,2,0,0,1,0
158325,Red,Win,True,True,True,True,False,True,11,2,1,4,1
158330,Blue,Win,True,True,True,False,True,True,6,1,0,3,2
158335,Red,Loss,False,False,False,False,False,False,2,0,0,0,0
158340,Blue,Loss,False,False,False,False,False,True,0,0,0,0,1
158345,Red,Win,True,True,True,False,True,False,7,1,0,2,1
158350,Blue,Loss,True,True,False,False,False,True,6,0,0,2,2
158355,Red,Win,False,False,True,True,True,False,9,1,1,2,0
158360,Blue,Win,True,True,True,True,True,False,8,1,3,3,0
158365,Red,Loss,False,False,False,False,False,True,6,0,0,3,1
158370,Blue,Win,True,True,True,True,True,True,10,1,1,3,2
158375,Red,Loss,False,False,False,False,False,False,0,0,0,1,0
158380,Blue,Win,False,True,True,True,True,False,10,2,1,4,0
158385,Red,Loss,True,False,False,False,False,True,1,0,0,0,1
158390,Blue,Loss,True,False,False,False,True,False,1,0,0,1,0
158395,Red,Win,False,True,True,True,False,True,9,1,1,2,1
158400,Blue,Loss,False,False,False,True,False,False,0,0,1,1,0
158405,Red,Win,True,True,True,False,True,True,7,2,0,4,2
158410,Blue,Loss,True,False,False,False,False,True,1,0,0,0,1
158415,Red,Win,False,True,True,True,True,False,10,3,1,4,1
158420,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
158425,Red,Win,True,True,True,False,True,True,6,1,0,3,2
158430,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
158435,Red,Win,True,True,True,False,True,True,6,1,0,1,1
158440,Blue,Win,True,True,False,False,True,True,3,0,0,3,2
158445,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
158450,Blue,Loss,False,False,False,False,True,False,1,0,0,1,0
158455,Red,Win,True,True,True,False,False,True,7,1,0,2,2
158460,Blue,Loss,False,True,False,False,False,False,2,0,0,1,1
158465,Red,Win,True,False,False,True,True,True,3,0,1,4,1
158470,Blue,Win,True,True,True,True,False,True,8,2,1,2,2
158475,Red,Loss,False,False,False,False,True,False,2,0,1,4,0
158480,Blue,Loss,False,False,False,False,False,True,0,0,0,0,1
158485,Red,Win,True,True,False,False,True,False,6,0,0,3,1
158490,Blue,Win,True,True,True,True,True,True,7,1,1,1,1
158495,Red,Loss,False,False,False,False,False,False,3,0,0,3,1
158500,Blue,Win,True,True,False,False,True,False,3,0,0,2,0
158505,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
158510,Blue,Win,True,True,False,False,True,True,4,0,0,3,2
158515,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
158520,Blue,Loss,False,False,False,False,False,False,4,0,0,2,0
158525,Red,Win,True,True,True,True,True,True,8,1,1,2,1
158530,Blue,Win,True,True,True,False,True,True,8,1,0,2,2
158535,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
158540,Blue,Loss,False,False,True,True,True,False,5,1,2,2,1
158545,Red,Win,True,True,False,False,False,True,7,2,1,4,1
158550,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
158555,Red,Win,True,True,True,False,True,True,7,1,0,1,1
158560,Blue,Loss,True,False,False,False,False,False,3,0,0,1,0
158565,Red,Win,False,True,True,True,True,True,11,3,1,4,2
158570,Blue,Win,True,True,True,False,True,False,10,2,0,3,1
158575,Red,Loss,False,False,False,False,False,True,1,0,0,1,1
158580,Blue,Win,True,True,False,False,True,True,7,0,0,3,2
158585,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
158590,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
158595,Red,Win,True,True,False,False,True,True,5,0,0,1,1
158600,Blue,Win,True,True,True,False,True,True,8,1,0,2,1
158605,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
158610,Blue,Win,True,True,True,False,True,True,7,1,0,1,1
158615,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
158620,Blue,Win,True,True,True,True,True,True,10,2,1,4,2
158625,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
158630,Blue,Win,False,False,False,True,False,False,7,1,2,1,1
158635,Red,Loss,True,True,True,False,True,True,8,1,0,4,1
158640,Blue,Loss,False,False,False,False,False,False,1,0,0,0,0
158645,Red,Win,True,True,True,True,True,True,10,3,2,4,1
158650,Blue,Loss,True,False,False,False,True,True,2,0,0,2,1
158655,Red,Win,False,True,False,True,False,False,4,0,1,1,0
158660,Blue,Loss,True,False,False,False,False,False,0,0,0,0,0
158665,Red,Win,False,True,True,False,True,True,9,2,0,4,1
158670,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
158675,Red,Win,True,True,False,False,True,True,4,0,0,3,2
158680,Blue,Loss,True,False,False,False,True,False,0,0,0,1,0
158685,Red,Win,False,True,True,False,False,True,10,2,0,1,1
158690,Blue,Loss,True,False,False,False,True,False,0,0,0,1,0
158695,Red,Win,False,True,True,False,False,True,10,2,0,2,2
158700,Blue,Loss,True,False,False,True,True,False,3,0,1,1,0
158705,Red,Win,False,True,True,False,False,True,10,2,1,4,1
158710,Blue,Loss,False,False,False,False,False,False,3,0,0,2,0
158715,Red,Win,True,True,True,True,True,True,8,2,3,4,1
158720,Blue,Win,True,True,True,False,True,True,9,1,0,3,2
158725,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
158730,Blue,Loss,False,False,False,False,True,False,3,0,0,3,0
158735,Red,Win,True,True,True,True,False,False,11,3,1,1,0
158740,Blue,Win,False,False,True,False,True,True,7,1,1,3,1
158745,Red,Loss,True,True,False,True,False,False,5,0,1,3,0
158750,Blue,Win,False,False,True,True,False,True,7,1,1,2,2
158755,Red,Loss,True,True,False,False,True,False,3,0,0,1,0
158760,Blue,Win,False,True,True,False,True,False,7,1,0,3,0
158765,Red,Loss,True,False,False,False,False,True,2,0,0,0,1
158770,Blue,Loss,True,False,False,False,True,False,0,0,0,1,0
158775,Red,Win,False,True,False,False,False,False,1,0,0,1,0
158780,Blue,Win,True,True,True,False,True,True,8,2,0,3,1
158785,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
158790,Blue,Loss,True,False,False,False,False,True,5,0,0,1,1
158795,Red,Win,False,True,True,True,True,False,8,1,1,3,1
158800,Blue,Win,True,True,True,False,False,True,7,1,0,1,2
158805,Red,Loss,False,False,False,True,True,False,4,0,1,3,0
158810,Blue,Loss,True,True,False,False,False,True,5,0,0,2,2
158815,Red,Win,False,False,True,True,True,False,8,1,1,2,0
158820,Blue,Loss,False,False,False,False,True,False,0,0,0,1,0
158825,Red,Win,True,True,True,True,False,True,9,1,1,2,1
158830,Blue,Win,False,False,True,True,False,False,6,1,1,2,0
158835,Red,Loss,True,True,False,False,True,True,2,0,0,2,1
158840,Blue,Loss,False,False,False,False,True,True,1,0,0,1,1
158845,Red,Win,True,True,False,False,False,False,1,0,0,1,0
158850,Blue,Loss,True,False,False,False,True,False,1,0,0,1,0
158855,Red,Win,False,True,True,False,False,True,10,2,0,4,2
158860,Blue,Loss,False,False,False,False,False,False,1,0,0,1,0
158865,Red,Win,True,True,True,True,True,True,9,2,1,2,1
158870,Blue,Win,True,False,False,False,False,False,0,0,0,0,0
158875,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
158880,Blue,Win,False,False,False,True,True,True,5,0,1,3,2
158885,Red,Loss,True,True,False,False,False,False,2,0,0,1,0
158890,Blue,Loss,False,True,False,False,True,True,4,0,0,4,1
158895,Red,Win,True,False,True,True,False,False,10,2,1,1,0
158900,Blue,Loss,True,True,False,False,False,False,5,0,0,1,1
158905,Red,Win,False,False,False,True,True,True,3,0,1,4,1
158910,Blue,Loss,False,True,False,False,True,True,2,0,0,1,2
158915,Red,Win,True,False,True,False,False,False,11,2,0,2,0
158920,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
158925,Red,Win,True,True,True,False,True,True,5,1,0,1,1
158930,Blue,Loss,False,True,False,False,True,True,3,0,0,2,1
158935,Red,Win,True,False,True,True,False,False,7,1,1,3,0
158940,Blue,Loss,False,True,False,False,True,True,2,0,0,3,1
158945,Red,Win,True,False,True,True,False,False,8,1,1,2,1
158950,Blue,Win,False,True,True,False,False,True,8,3,0,4,2
158955,Red,Loss,True,False,False,True,True,False,4,0,2,1,0
158960,Blue,Loss,True,False,False,False,False,True,4,0,0,3,2
158965,Red,Win,False,True,True,True,True,False,9,2,2,2,0
158970,Blue,Win,True,True,True,True,True,False,6,1,1,3,0
158975,Red,Loss,False,False,False,False,False,True,1,0,0,0,1
158980,Blue,Win,False,True,True,True,True,True,11,2,1,4,1
158985,Red,Loss,True,False,False,False,False,False,2,0,0,0,0
158990,Blue,Loss,False,False,False,False,False,False,1,0,0,0,0
158995,Red,Win,True,True,True,True,True,True,10,3,1,3,2
159000,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
159005,Red,Win,True,False,False,False,False,False,0,0,0,0,0
159010,Blue,Win,False,False,True,True,False,True,10,3,1,1,1
159015,Red,Loss,True,True,False,False,True,False,2,0,0,3,0
159020,Blue,Loss,False,False,False,False,False,True,2,0,0,2,1
159025,Red,Win,True,True,True,True,True,False,10,2,1,3,1
159030,Blue,Loss,True,False,False,False,False,False,1,0,0,0,0
159035,Red,Win,False,True,False,False,True,True,3,0,0,4,1
159040,Blue,Win,False,True,True,False,True,True,6,1,0,2,1
159045,Red,Loss,True,False,False,False,False,False,0,0,0,1,0
159050,Blue,Win,False,False,True,True,False,True,9,2,1,2,2
159055,Red,Loss,True,True,False,False,True,False,1,0,0,2,0
159060,Blue,Loss,True,False,False,False,False,True,1,0,0,0,1
159065,Red,Win,False,True,True,False,True,False,6,1,0,2,0
159070,Blue,Loss,True,False,False,False,False,True,1,0,0,0,1
159075,Red,Win,False,True,True,True,True,False,11,3,1,4,1
159080,Blue,Loss,True,False,False,False,False,False,0,0,0,0,0
159085,Red,Win,False,True,False,False,True,True,1,0,0,2,1
159090,Blue,Win,True,True,True,False,True,True,5,1,0,1,1
159095,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
159100,Blue,Win,True,True,True,True,False,False,5,1,1,1,0
159105,Red,Loss,False,False,False,False,True,False,0,0,0,2,0
159110,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
159115,Red,Win,True,True,True,False,True,True,5,1,0,1,1
159120,Blue,Win,True,False,False,False,False,False,0,0,0,0,0
159125,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
159130,Blue,Win,False,True,False,False,True,True,3,0,0,3,1
159135,Red,Loss,True,False,False,False,False,False,0,0,0,0,0
159140,Blue,Loss,True,False,False,False,False,False,0,0,0,0,0
159145,Red,Win,False,True,False,False,True,True,2,0,0,2,1
159150,Blue,Win,False,True,False,True,False,False,10,3,3,3,0
159155,Red,Loss,True,False,True,False,True,True,6,1,0,2,2
159160,Blue,Loss,False,True,False,False,False,False,1,0,0,1,0
159165,Red,Win,True,False,True,True,True,False,6,1,1,2,0
159170,Blue,Loss,True,False,False,False,False,False,0,0,0,0,0
159175,Red,Win,False,False,False,False,False,False,0,0,0,0,0
159180,Blue,Win,False,False,False,False,False,False,0,0,0,0,0
159185,Red,Loss,True,False,False,False,False,False,0,0,0,0,0
159190,Blue,Loss,True,False,False,False,True,False,0,0,0,1,0
159195,Red,Win,False,True,False,False,False,False,3,0,0,1,0
159200,Blue,Win,True,False,True,False,True,False,8,1,0,4,0
159205,Red,Loss,False,True,False,True,False,True,8,1,1,1,1
159210,Blue,Loss,True,True,False,False,False,False,4,0,1,1,0
159215,Red,Win,False,False,True,True,True,False,7,2,1,4,0
159220,Blue,Win,True,True,True,False,True,False,5,1,0,1,0
159225,Red,Loss,False,False,False,False,False,False,2,0,0,0,0
159230,Blue,Win,True,True,True,True,False,True,8,1,1,0,1
159235,Red,Loss,False,False,False,False,True,False,5,0,0,4,0
159240,Blue,Win,True,True,False,False,True,False,5,0,0,2,0
159245,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
159250,Blue,Win,False,False,True,True,False,False,8,1,1,1,0
159255,Red,Loss,True,True,False,False,True,True,3,0,0,3,1
159260,Blue,Win,False,False,False,False,False,False,0,0,0,0,0
159265,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
159270,Blue,Win,False,True,True,True,False,True,9,1,1,3,2
159275,Red,Loss,True,False,False,False,True,False,1,0,0,1,0
159280,Blue,Win,True,True,True,False,True,True,9,1,0,2,1
159285,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
159290,Blue,Win,True,True,False,False,True,False,6,0,0,3,0
159295,Red,Loss,False,False,False,False,False,True,2,0,0,0,1
159300,Blue,Win,True,True,True,True,True,True,8,1,1,3,1
